Fecha,Vendedor,Región,Producto,Unidades,PrecioUnitario,TotalVenta
2025-05-11,Jorge,Sur,Monitor,12,2534,30408
2025-05-12,Ana,Sur,Smartphone,26,676,17576
2025-05-13,Ana,Sur,Laptop,17,2440,41480
2025-05-14,Ana,Centro,Impresora,20,1560,31200
2025-05-15,Luis,Sur,Smartphone,12,2342,28104
2025-05-16,María,Sur,Tablet,3,319,957
2025-05-17,Lucía,Norte,Monitor,20,2577,51540
2025-05-18,Pedro,Este,Laptop,45,1493,67185
2025-05-19,Jorge,Centro,Smartphone,21,2805,58905
2025-05-20,Jorge,Sur,Laptop,19,2219,42161
2025-05-21,Lucía,Centro,Laptop,46,1887,86802
2025-05-22,Ana,Norte,Laptop,39,2096,81744
2025-05-23,Luis,Norte,Monitor,6,1393,8358
2025-05-24,María,Oeste,Impresora,2,2906,5812
2025-05-25,Pedro,Norte,Monitor,42,581,24402
2025-05-26,Jorge,Este,Impresora,20,2045,40900
2025-05-27,Lucía,Oeste,Laptop,44,2914,128216
2025-05-28,Lucía,Sur,Impresora,36,747,26892
2025-05-29,Pedro,Sur,Tablet,9,2197,19773
2025-05-30,Ana,Este,Laptop,34,2423,82382
2025-05-31,Pedro,Oeste,Monitor,38,2065,78470
2025-06-01,Ana,Norte,Smartphone,30,1123,33690
2025-06-02,Lucía,Sur,Laptop,24,1359,32616
2025-06-03,Lucía,Sur,Monitor,30,2318,69540
2025-06-04,Ana,Norte,Monitor,21,1723,36183
2025-06-05,Jorge,Norte,Impresora,49,2134,104566
2025-06-06,Ana,Este,Impresora,11,1195,13145
2025-06-07,Pedro,Centro,Smartphone,40,1126,45040
2025-06-08,Jorge,Oeste,Impresora,28,1843,51604
2025-06-09,Pedro,Este,Impresora,17,1500,25500
2025-06-10,María,Centro,Monitor,17,2471,42007
2025-06-11,Lucía,Centro,Laptop,22,2224,48928
2025-06-12,Jorge,Oeste,Tablet,31,2451,75981
2025-06-13,María,Norte,Monitor,2,297,594
2025-06-14,Lucía,Este,Monitor,11,1784,19624
2025-06-15,Jorge,Centro,Monitor,33,1751,57783
2025-06-16,Lucía,Oeste,Smartphone,16,401,6416
2025-06-17,María,Norte,Impresora,46,1566,72036
2025-06-18,Pedro,Oeste,Impresora,25,1197,29925
2025-06-19,Luis,Oeste,Laptop,11,2697,29667
2025-06-20,Jorge,Sur,Smartphone,7,1901,13307
2025-06-21,Jorge,Sur,Impresora,5,392,1960
2025-06-22,Luis,Norte,Smartphone,29,1282,37178
2025-06-23,Lucía,Este,Tablet,20,1235,24700
2025-06-24,Jorge,Este,Impresora,46,2533,116518
2025-06-25,Jorge,Oeste,Laptop,22,1579,34738
2025-06-26,Pedro,Oeste,Tablet,25,2601,65025
2025-06-27,María,Sur,Smartphone,6,1384,8304
2025-06-28,María,Norte,Impresora,11,2428,26708
2025-06-29,Lucía,Este,Smartphone,42,1975,82950
2025-06-30,María,Oeste,Impresora,20,1407,28140
2025-07-01,Pedro,Norte,Laptop,29,869,25201
2025-07-02,Lucía,Norte,Monitor,7,2641,18487
2025-07-03,Lucía,Sur,Tablet,47,1557,73179
2025-07-04,Lucía,Centro,Impresora,29,2939,85231
2025-07-05,María,Centro,Tablet,45,2244,100980
2025-07-06,Ana,Norte,Impresora,45,735,33075
2025-07-07,Jorge,Norte,Monitor,5,1105,5525
2025-07-08,Jorge,Norte,Laptop,48,2413,115824
2025-07-09,Ana,Norte,Smartphone,6,1455,8730
2025-07-10,Lucía,Centro,Impresora,49,1517,74333
2025-07-11,Luis,Norte,Smartphone,38,1776,67488
2025-07-12,María,Este,Impresora,28,1599,44772
2025-07-13,Luis,Norte,Laptop,27,606,16362
2025-07-14,Luis,Sur,Tablet,8,1207,9656
2025-07-15,María,Oeste,Monitor,32,2598,83136
2025-07-16,Jorge,Centro,Tablet,38,2797,106286
2025-07-17,María,Sur,Monitor,38,2579,98002
2025-07-18,Luis,Norte,Tablet,36,947,34092
2025-07-19,Lucía,Oeste,Smartphone,12,249,2988
2025-07-20,Jorge,Este,Impresora,1,157,157
2025-07-21,Lucía,Centro,Tablet,39,1517,59163
2025-07-22,Jorge,Sur,Tablet,28,560,15680
2025-07-23,María,Este,Laptop,27,2921,78867
2025-07-24,Luis,Este,Tablet,3,2893,8679
2025-07-25,Lucía,Norte,Smartphone,21,2733,57393
2025-07-26,Jorge,Centro,Impresora,34,1353,46002
2025-07-27,Ana,Sur,Impresora,22,378,8316
2025-07-28,Pedro,Norte,Monitor,48,774,37152
2025-07-29,Lucía,Este,Smartphone,33,2289,75537
2025-07-30,Jorge,Centro,Smartphone,11,2836,31196
2025-07-31,Lucía,Sur,Smartphone,10,1190,11900
2025-08-01,Pedro,Centro,Smartphone,49,2776,136024
2025-08-02,Lucía,Norte,Monitor,18,2474,44532
2025-08-03,Jorge,Norte,Smartphone,13,2165,28145
2025-08-04,María,Norte,Impresora,20,743,14860
2025-08-05,Luis,Oeste,Laptop,35,2611,91385
2025-08-06,Jorge,Oeste,Impresora,11,2179,23969
2025-08-07,Ana,Este,Impresora,18,1770,31860
2025-08-08,Lucía,Oeste,Smartphone,41,1337,54817
2025-08-09,Pedro,Norte,Smartphone,20,1859,37180
2025-08-10,María,Este,Tablet,20,2137,42740
2025-08-11,Lucía,Sur,Smartphone,24,497,11928
2025-08-12,Pedro,Sur,Laptop,49,1946,95354
2025-08-13,Pedro,Oeste,Monitor,15,1823,27345
2025-08-14,Lucía,Centro,Impresora,36,271,9756
2025-08-15,Jorge,Centro,Laptop,8,364,2912
2025-08-16,María,Sur,Smartphone,42,382,16044
2025-08-17,Jorge,Sur,Smartphone,48,2007,96336
2025-08-18,Ana,Norte,Monitor,44,1264,55616
2025-08-19,Ana,Este,Tablet,7,344,2408
2025-08-20,María,Este,Smartphone,48,1413,67824
2025-08-21,Lucía,Centro,Tablet,20,260,5200
2025-08-22,Lucía,Centro,Laptop,44,2566,112904
2025-08-23,Ana,Este,Tablet,7,1637,11459
2025-08-24,Luis,Oeste,Impresora,47,1518,71346
2025-08-25,Lucía,Sur,Tablet,43,1624,69832
2025-08-26,Ana,Norte,Monitor,3,1275,3825
2025-08-27,Pedro,Norte,Smartphone,8,2759,22072
2025-08-28,María,Norte,Laptop,4,459,1836
2025-08-29,Jorge,Oeste,Impresora,48,1253,60144
2025-08-30,Luis,Centro,Impresora,41,1409,57769
2025-08-31,Ana,Sur,Laptop,48,2305,110640
2025-09-01,Jorge,Sur,Smartphone,12,2131,25572
2025-09-02,Ana,Norte,Monitor,18,2089,37602
2025-09-03,Lucía,Centro,Laptop,44,2885,126940
2025-09-04,Jorge,Norte,Laptop,5,2505,12525
2025-09-05,Ana,Sur,Smartphone,14,1974,27636
2025-09-06,Pedro,Norte,Tablet,44,869,38236
2025-09-07,María,Este,Tablet,24,980,23520
2025-09-08,Ana,Sur,Tablet,5,494,2470
2025-09-09,María,Sur,Impresora,6,2269,13614
2025-09-10,Luis,Centro,Tablet,13,1676,21788
2025-09-11,Luis,Sur,Impresora,2,1157,2314
2025-09-12,Jorge,Norte,Tablet,14,1747,24458
2025-09-13,Pedro,Norte,Impresora,46,2761,127006
2025-09-14,Luis,Centro,Tablet,18,608,10944
2025-09-15,Luis,Centro,Tablet,38,2005,76190
2025-09-16,Jorge,Centro,Laptop,18,2401,43218
2025-09-17,Jorge,Oeste,Monitor,44,688,30272
2025-09-18,María,Norte,Smartphone,2,1059,2118
2025-09-19,Jorge,Este,Monitor,18,2177,39186
2025-09-20,Lucía,Centro,Laptop,24,2412,57888
2025-09-21,María,Sur,Laptop,30,2145,64350
2025-09-22,Ana,Centro,Laptop,48,2110,101280
2025-09-23,Lucía,Este,Smartphone,15,1793,26895
2025-09-24,Pedro,Este,Smartphone,12,2940,35280
2025-09-25,Ana,Norte,Impresora,35,2226,77910
2025-09-26,Luis,Sur,Impresora,42,1043,43806
2025-09-27,Pedro,Oeste,Impresora,8,691,5528
2025-09-28,Ana,Este,Tablet,26,1901,49426
2025-09-29,Luis,Sur,Tablet,3,1452,4356
2025-09-30,Pedro,Oeste,Monitor,36,2140,77040
2025-10-01,Pedro,Este,Monitor,23,2570,59110
2025-10-02,Jorge,Norte,Laptop,36,1296,46656
2025-10-03,María,Sur,Laptop,29,1099,31871
2025-10-04,Ana,Centro,Tablet,18,1006,18108
2025-10-05,Pedro,Oeste,Monitor,29,531,15399
2025-10-06,Pedro,Oeste,Smartphone,5,2535,12675
2025-10-07,Pedro,Oeste,Tablet,36,2135,76860
2025-10-08,Luis,Norte,Impresora,39,293,11427
2025-10-09,Pedro,Oeste,Laptop,7,838,5866
2025-10-10,Lucía,Centro,Laptop,36,1637,58932
2025-10-11,Ana,Norte,Laptop,40,330,13200
2025-10-12,Ana,Norte,Tablet,16,1104,17664
2025-10-13,Ana,Norte,Tablet,5,292,1460
2025-10-14,Luis,Centro,Tablet,19,950,18050
2025-10-15,Pedro,Norte,Laptop,21,2269,47649
2025-10-16,Ana,Oeste,Impresora,7,318,2226
2025-10-17,María,Centro,Tablet,31,1984,61504
2025-10-18,Pedro,Sur,Impresora,14,1153,16142
2025-10-19,Luis,Norte,Tablet,4,703,2812
2025-10-20,Luis,Este,Impresora,1,1642,1642
2025-10-21,Jorge,Centro,Monitor,39,2534,98826
2025-10-22,María,Norte,Smartphone,8,2142,17136
2025-10-23,Ana,Oeste,Laptop,18,2315,41670
2025-10-24,María,Centro,Monitor,29,2432,70528
2025-10-25,Luis,Sur,Monitor,22,566,12452
2025-10-26,Ana,Este,Laptop,38,1899,72162
2025-10-27,Luis,Norte,Laptop,15,1151,17265
2025-10-28,María,Centro,Laptop,1,1393,1393
2025-10-29,Ana,Oeste,Impresora,14,2117,29638
2025-10-30,María,Centro,Smartphone,20,1610,32200
2025-10-31,Lucía,Este,Laptop,21,233,4893
2025-11-01,Lucía,Norte,Smartphone,6,342,2052
2025-11-02,Pedro,Sur,Monitor,29,2207,64003
2025-11-03,Ana,Norte,Smartphone,28,230,6440
2025-11-04,Ana,Norte,Tablet,12,2216,26592
2025-11-05,Ana,Centro,Tablet,2,483,966
2025-11-06,Ana,Este,Impresora,25,882,22050
2025-11-07,Lucía,Este,Tablet,3,2078,6234
2025-11-08,María,Sur,Laptop,29,2794,81026
2025-11-09,Pedro,Norte,Monitor,34,2424,82416
2025-11-10,Ana,Oeste,Tablet,14,516,7224
2025-11-11,María,Centro,Tablet,16,2216,35456
2025-11-12,Pedro,Este,Impresora,4,657,2628
2025-11-13,Jorge,Oeste,Laptop,26,1751,45526
2025-11-14,María,Sur,Laptop,39,688,26832
2025-11-15,Lucía,Sur,Smartphone,8,245,1960
2025-11-16,Jorge,Oeste,Impresora,42,1092,45864
2025-11-17,Lucía,Sur,Impresora,33,180,5940
2025-11-18,Lucía,Este,Tablet,16,534,8544
2025-11-19,María,Norte,Laptop,17,1272,21624
2025-11-20,Luis,Sur,Impresora,17,616,10472
2025-11-21,Ana,Centro,Monitor,14,676,9464
2025-11-22,Jorge,Este,Smartphone,37,584,21608
2025-11-23,María,Este,Tablet,26,424,11024
2025-11-24,Lucía,Este,Impresora,48,1697,81456
2025-11-25,Jorge,Norte,Monitor,30,2033,60990
2025-11-26,Luis,Norte,Monitor,28,1064,29792
2025-11-27,Ana,Oeste,Impresora,19,1236,23484
2025-11-28,Ana,Centro,Smartphone,19,2330,44270
2025-11-29,María,Este,Laptop,19,2123,40337
2025-11-30,María,Norte,Impresora,24,1405,33720
2025-12-01,Ana,Sur,Smartphone,48,1130,54240
2025-12-02,Jorge,Sur,Impresora,46,2164,99544
2025-12-03,Ana,Este,Tablet,19,2016,38304
2025-12-04,Jorge,Este,Laptop,47,1571,73837
2025-12-05,Jorge,Oeste,Smartphone,23,1344,30912
2025-12-06,Pedro,Este,Impresora,35,1167,40845
2025-12-07,Pedro,Este,Impresora,11,1037,11407
2025-12-08,Luis,Oeste,Tablet,10,886,8860
2025-12-09,Lucía,Norte,Impresora,7,2760,19320
2025-12-10,María,Sur,Laptop,15,584,8760
2025-12-11,Pedro,Centro,Impresora,43,1888,81184
2025-12-12,Lucía,Norte,Impresora,11,1946,21406
2025-12-13,Jorge,Sur,Tablet,16,339,5424
2025-12-14,Pedro,Sur,Impresora,19,2452,46588
2025-12-15,Jorge,Este,Laptop,13,2956,38428
2025-12-16,Luis,Sur,Smartphone,15,2938,44070
2025-12-17,Pedro,Oeste,Laptop,17,1894,32198
2025-12-18,Pedro,Centro,Tablet,33,1830,60390
2025-12-19,Luis,Oeste,Laptop,40,2052,82080
2025-12-20,Jorge,Sur,Laptop,18,370,6660
2025-12-21,Lucía,Este,Smartphone,20,2107,42140
2025-12-22,Pedro,Centro,Monitor,2,573,1146
2025-12-23,Jorge,Oeste,Impresora,36,1047,37692
2025-12-24,Lucía,Norte,Monitor,20,928,18560
2025-12-25,Jorge,Centro,Tablet,5,2401,12005
2025-12-26,Pedro,Sur,Laptop,4,418,1672
2025-12-27,Luis,Centro,Impresora,7,2745,19215
2025-12-28,Ana,Sur,Monitor,3,277,831
2025-12-29,María,Este,Monitor,25,2574,64350
2025-12-30,María,Este,Laptop,33,2743,90519
2025-12-31,Lucía,Norte,Tablet,32,1481,47392
2026-01-01,Pedro,Oeste,Tablet,41,1064,43624
2026-01-02,Ana,Centro,Tablet,42,441,18522
2026-01-03,Pedro,Este,Impresora,21,2637,55377
2026-01-04,Ana,Centro,Monitor,19,2964,56316
2026-01-05,Ana,Este,Monitor,15,738,11070
2026-01-06,Ana,Oeste,Impresora,33,414,13662
2026-01-07,Ana,Oeste,Monitor,12,2863,34356
2026-01-08,Luis,Centro,Monitor,19,1821,34599
2026-01-09,María,Oeste,Monitor,17,2162,36754
2026-01-10,Luis,Oeste,Monitor,13,2059,26767
2026-01-11,Jorge,Oeste,Smartphone,29,1662,48198
2026-01-12,María,Norte,Tablet,4,1545,6180
2026-01-13,Ana,Norte,Impresora,47,2700,126900
2026-01-14,Jorge,Este,Smartphone,6,2616,15696
2026-01-15,Pedro,Norte,Monitor,10,705,7050
2026-01-16,Pedro,Este,Tablet,43,1584,68112
2026-01-17,Jorge,Este,Smartphone,46,524,24104
2026-01-18,Ana,Norte,Laptop,8,1864,14912
2026-01-19,Luis,Norte,Tablet,46,1993,91678
2026-01-20,Ana,Este,Monitor,15,2733,40995
2026-01-21,Jorge,Centro,Monitor,4,474,1896
2026-01-22,Luis,Centro,Monitor,20,1084,21680
2026-01-23,Pedro,Oeste,Laptop,6,1663,9978
2026-01-24,Pedro,Sur,Monitor,25,661,16525
2026-01-25,Jorge,Este,Smartphone,13,530,6890
2026-01-26,Jorge,Oeste,Monitor,30,1508,45240
2026-01-27,Lucía,Sur,Smartphone,44,1707,75108
2026-01-28,Jorge,Norte,Monitor,24,1734,41616
2026-01-29,María,Norte,Impresora,4,1188,4752
2026-01-30,Jorge,Centro,Impresora,40,1119,44760
2026-01-31,Jorge,Centro,Tablet,18,2331,41958
2026-02-01,Lucía,Centro,Laptop,2,2685,5370
2026-02-02,Jorge,Centro,Laptop,40,1304,52160
2026-02-03,Lucía,Sur,Smartphone,27,2701,72927
2026-02-04,María,Centro,Tablet,13,574,7462
2026-02-05,Luis,Sur,Smartphone,44,2848,125312
2026-02-06,Pedro,Oeste,Laptop,46,1908,87768
2026-02-07,María,Centro,Laptop,35,804,28140
2026-02-08,Lucía,Norte,Laptop,2,1333,2666
2026-02-09,María,Sur,Laptop,46,398,18308
2026-02-10,Luis,Norte,Smartphone,22,1369,30118
2026-02-11,Pedro,Oeste,Monitor,40,1130,45200
2026-02-12,María,Sur,Monitor,7,2735,19145
2026-02-13,Pedro,Sur,Laptop,27,1714,46278
2026-02-14,Ana,Sur,Monitor,26,1588,41288
2026-02-15,Jorge,Norte,Smartphone,4,2761,11044
2026-02-16,Ana,Centro,Tablet,33,1916,63228
2026-02-17,María,Este,Smartphone,44,2715,119460
2026-02-18,Luis,Este,Smartphone,39,1305,50895
2026-02-19,Ana,Centro,Monitor,45,2968,133560
2026-02-20,Luis,Sur,Tablet,26,1346,34996
2026-02-21,Luis,Sur,Monitor,29,610,17690
2026-02-22,María,Oeste,Laptop,49,826,40474
2026-02-23,Luis,Norte,Tablet,6,2401,14406
2026-02-24,Luis,Este,Tablet,33,1667,55011
2026-02-25,Luis,Norte,Laptop,37,2621,96977
2026-02-26,Jorge,Oeste,Monitor,15,668,10020
2026-02-27,Jorge,Centro,Tablet,11,627,6897
2026-02-28,Luis,Norte,Impresora,5,2651,13255
2026-03-01,Luis,Centro,Tablet,46,1572,72312
2026-03-02,Jorge,Sur,Impresora,22,369,8118
2026-03-03,Jorge,Norte,Tablet,38,1233,46854
2026-03-04,Lucía,Este,Smartphone,2,322,644
2026-03-05,Pedro,Este,Tablet,46,2748,126408
2026-03-06,Lucía,Sur,Smartphone,24,2546,61104
2026-03-07,Pedro,Centro,Tablet,34,2121,72114
2026-03-08,Pedro,Oeste,Impresora,36,1666,59976
2026-03-09,Luis,Norte,Impresora,33,1829,60357
2026-03-10,Pedro,Norte,Impresora,38,871,33098
2026-03-11,Pedro,Norte,Smartphone,30,948,28440
2026-03-12,Ana,Este,Smartphone,34,2509,85306
2026-03-13,Pedro,Oeste,Impresora,2,2290,4580
2026-03-14,Ana,Oeste,Smartphone,7,1661,11627
2026-03-15,María,Sur,Monitor,18,2457,44226
2026-03-16,Luis,Oeste,Impresora,49,1329,65121
2026-03-17,Jorge,Norte,Laptop,46,2987,137402
2026-03-18,Luis,Centro,Tablet,23,2516,57868
2026-03-19,Lucía,Norte,Tablet,29,2557,74153
2026-03-20,Jorge,Este,Laptop,40,2909,116360
2026-03-21,Lucía,Sur,Monitor,49,761,37289
2026-03-22,Luis,Norte,Laptop,26,1114,28964
2026-03-23,Ana,Norte,Monitor,45,902,40590
2026-03-24,María,Oeste,Impresora,31,2010,62310
2026-03-25,Lucía,Norte,Monitor,48,810,38880
2026-03-26,María,Este,Laptop,18,2315,41670
2026-03-27,Ana,Sur,Impresora,10,669,6690
2026-03-28,Jorge,Oeste,Laptop,4,2013,8052
2026-03-29,Jorge,Centro,Tablet,44,2444,107536
2026-03-30,María,Centro,Monitor,42,943,39606
2026-03-31,María,Oeste,Laptop,9,684,6156
2026-04-01,María,Oeste,Tablet,49,1497,73353
2026-04-02,Lucía,Norte,Tablet,33,1766,58278
2026-04-03,María,Centro,Tablet,36,717,25812
2026-04-04,Luis,Centro,Tablet,41,2911,119351
2026-04-05,Lucía,Centro,Smartphone,15,2122,31830
2026-04-06,María,Centro,Impresora,27,1044,28188
2026-04-07,Ana,Centro,Tablet,48,840,40320
2026-04-08,Lucía,Centro,Smartphone,46,368,16928
2026-04-09,Jorge,Este,Laptop,4,1530,6120
2026-04-10,María,Sur,Smartphone,49,797,39053
2026-04-11,María,Sur,Laptop,2,2190,4380
2026-04-12,Luis,Centro,Impresora,30,2576,77280
2026-04-13,Lucía,Norte,Smartphone,37,2607,96459
2026-04-14,Lucía,Este,Tablet,36,686,24696
2026-04-15,Jorge,Oeste,Impresora,5,1674,8370
2026-04-16,María,Centro,Impresora,10,1744,17440
2026-04-17,Lucía,Oeste,Tablet,48,1301,62448
2026-04-18,Luis,Oeste,Laptop,28,795,22260
2026-04-19,María,Oeste,Smartphone,49,1357,66493
2026-04-20,Pedro,Centro,Smartphone,5,977,4885
2026-04-21,Jorge,Este,Monitor,22,2463,54186
2026-04-22,Ana,Oeste,Tablet,9,1230,11070
2026-04-23,Lucía,Norte,Monitor,43,1969,84667
2026-04-24,Luis,Este,Laptop,27,2298,62046
2026-04-25,Pedro,Oeste,Smartphone,47,1717,80699
2026-04-26,Luis,Norte,Impresora,13,2251,29263
2026-04-27,Lucía,Norte,Monitor,44,648,28512
2026-04-28,Lucía,Norte,Tablet,36,1452,52272
2026-04-29,Pedro,Sur,Laptop,19,725,13775
2026-04-30,Luis,Sur,Laptop,39,1805,70395
2026-05-01,Luis,Centro,Impresora,25,365,9125
2026-05-02,Lucía,Sur,Laptop,13,2002,26026
2026-05-03,María,Centro,Laptop,31,998,30938
2026-05-04,Luis,Oeste,Impresora,32,654,20928
2026-05-05,Jorge,Norte,Impresora,20,2923,58460
2026-05-06,Pedro,Este,Impresora,7,1928,13496
2026-05-07,Luis,Oeste,Tablet,42,528,22176
2026-05-08,Jorge,Este,Smartphone,3,156,468
2026-05-09,Lucía,Norte,Monitor,47,233,10951
2026-05-10,Ana,Norte,Laptop,27,1555,41985
2026-05-11,María,Oeste,Tablet,22,704,15488
2026-05-12,Luis,Este,Monitor,22,2165,47630
2026-05-13,Luis,Norte,Laptop,2,2075,4150
2026-05-14,Jorge,Norte,Monitor,2,1750,3500
2026-05-15,Lucía,Sur,Monitor,18,2631,47358
2026-05-16,Pedro,Sur,Monitor,6,2304,13824
2026-05-17,Lucía,Centro,Impresora,21,2819,59199
2026-05-18,Ana,Sur,Tablet,47,735,34545
2026-05-19,Luis,Oeste,Smartphone,47,2864,134608
2026-05-20,Lucía,Centro,Laptop,36,2554,91944
2026-05-21,Lucía,Norte,Monitor,9,190,1710
2026-05-22,Ana,Sur,Laptop,2,765,1530
2026-05-23,Luis,Este,Smartphone,35,350,12250
2026-05-24,Luis,Centro,Monitor,21,987,20727
2026-05-25,Lucía,Sur,Impresora,17,1480,25160
2026-05-26,Luis,Sur,Tablet,20,1187,23740
2026-05-27,Ana,Sur,Monitor,22,776,17072
2026-05-28,Pedro,Oeste,Monitor,11,2683,29513
2026-05-29,Jorge,Norte,Smartphone,27,290,7830
2026-05-30,María,Este,Tablet,39,1785,69615
2026-05-31,Jorge,Centro,Impresora,34,2278,77452
2026-06-01,Jorge,Norte,Smartphone,19,882,16758
2026-06-02,Pedro,Centro,Tablet,11,2915,32065
2026-06-03,Jorge,Este,Smartphone,44,217,9548
2026-06-04,Jorge,Oeste,Impresora,26,2971,77246
2026-06-05,Pedro,Centro,Impresora,17,2046,34782
2026-06-06,Luis,Centro,Smartphone,20,813,16260
2026-06-07,Luis,Sur,Monitor,22,2384,52448
2026-06-08,Lucía,Norte,Monitor,4,1107,4428
2026-06-09,Lucía,Norte,Impresora,47,759,35673
2026-06-10,Luis,Norte,Laptop,47,931,43757
2026-06-11,Luis,Sur,Smartphone,7,2164,15148
2026-06-12,Pedro,Norte,Smartphone,17,1250,21250
2026-06-13,Pedro,Centro,Laptop,41,220,9020
2026-06-14,María,Sur,Impresora,45,2672,120240
2026-06-15,Jorge,Oeste,Impresora,15,1756,26340
2026-06-16,Pedro,Sur,Smartphone,42,1467,61614
2026-06-17,Pedro,Oeste,Tablet,2,1870,3740
2026-06-18,Jorge,Oeste,Laptop,15,473,7095
2026-06-19,Luis,Norte,Monitor,19,2566,48754
2026-06-20,Luis,Norte,Monitor,3,2628,7884
2026-06-21,María,Sur,Tablet,43,767,32981
2026-06-22,María,Norte,Smartphone,21,279,5859
2026-06-23,Ana,Este,Monitor,15,2018,30270
2026-06-24,Lucía,Sur,Laptop,14,662,9268
2026-06-25,Jorge,Sur,Tablet,5,1975,9875
2026-06-26,María,Norte,Laptop,35,1630,57050
2026-06-27,Lucía,Norte,Impresora,16,2755,44080
2026-06-28,Ana,Oeste,Monitor,43,436,18748
2026-06-29,Ana,Este,Tablet,36,2324,83664
2026-06-30,Luis,Oeste,Impresora,8,1585,12680
2026-07-01,María,Sur,Tablet,34,2705,91970
2026-07-02,Luis,Norte,Smartphone,33,968,31944
2026-07-03,Luis,Sur,Smartphone,37,1987,73519
2026-07-04,Pedro,Oeste,Tablet,27,1061,28647
2026-07-05,Lucía,Este,Tablet,26,2633,68458
2026-07-06,María,Sur,Monitor,36,2485,89460
2026-07-07,Pedro,Norte,Smartphone,6,845,5070
2026-07-08,Pedro,Centro,Monitor,27,374,10098
2026-07-09,Pedro,Este,Smartphone,25,2502,62550
2026-07-10,Luis,Este,Smartphone,9,725,6525
2026-07-11,Jorge,Oeste,Tablet,14,2918,40852
2026-07-12,Pedro,Este,Tablet,18,1961,35298
2026-07-13,Lucía,Este,Monitor,16,869,13904
2026-07-14,Lucía,Norte,Laptop,38,2568,97584
2026-07-15,Luis,Centro,Impresora,49,256,12544
2026-07-16,María,Sur,Impresora,35,1693,59255
2026-07-17,María,Centro,Smartphone,41,975,39975
2026-07-18,Lucía,Centro,Monitor,47,1886,88642
2026-07-19,Ana,Este,Monitor,21,641,13461
2026-07-20,Lucía,Sur,Laptop,7,1436,10052
2026-07-21,María,Centro,Monitor,45,1529,68805
2026-07-22,Lucía,Este,Tablet,41,1875,76875
2026-07-23,Jorge,Oeste,Smartphone,46,2830,130180
2026-07-24,Lucía,Norte,Monitor,44,2442,107448
2026-07-25,María,Centro,Laptop,49,297,14553
2026-07-26,Lucía,Centro,Laptop,43,1188,51084
2026-07-27,María,Norte,Monitor,7,1106,7742
2026-07-28,Luis,Sur,Tablet,12,2550,30600
2026-07-29,Jorge,Este,Smartphone,21,963,20223
2026-07-30,Lucía,Norte,Monitor,5,696,3480
2026-07-31,María,Norte,Laptop,48,716,34368
2026-08-01,María,Oeste,Smartphone,5,2631,13155
2026-08-02,Lucía,Sur,Laptop,44,2181,95964
2026-08-03,Ana,Oeste,Impresora,40,973,38920
2026-08-04,Lucía,Oeste,Laptop,31,795,24645
2026-08-05,Pedro,Oeste,Monitor,30,1294,38820
2026-08-06,Pedro,Norte,Tablet,22,606,13332
2026-08-07,Lucía,Este,Laptop,49,1912,93688
2026-08-08,Jorge,Centro,Impresora,21,1908,40068
2026-08-09,Lucía,Centro,Impresora,16,2633,42128
2026-08-10,Jorge,Oeste,Tablet,29,2256,65424
2026-08-11,Pedro,Sur,Monitor,28,2226,62328
2026-08-12,Lucía,Norte,Laptop,10,531,5310
2026-08-13,Luis,Oeste,Impresora,18,1219,21942
2026-08-14,Luis,Sur,Impresora,16,1503,24048
2026-08-15,Lucía,Centro,Impresora,45,943,42435
2026-08-16,Luis,Norte,Smartphone,25,1170,29250
2026-08-17,Jorge,Centro,Monitor,23,336,7728
2026-08-18,Jorge,Oeste,Laptop,20,1649,32980
2026-08-19,Pedro,Centro,Monitor,40,1674,66960
2026-08-20,Lucía,Sur,Monitor,7,2185,15295
2026-08-21,Ana,Este,Laptop,33,858,28314
2026-08-22,Lucía,Este,Smartphone,33,2935,96855
2026-08-23,Luis,Norte,Smartphone,19,945,17955
2026-08-24,María,Este,Laptop,49,1778,87122
2026-08-25,Jorge,Centro,Tablet,11,1706,18766
2026-08-26,Pedro,Sur,Impresora,7,695,4865
2026-08-27,Pedro,Centro,Impresora,8,751,6008
2026-08-28,Pedro,Centro,Monitor,3,2455,7365
2026-08-29,Lucía,Sur,Tablet,1,508,508
2026-08-30,Luis,Sur,Laptop,45,272,12240
2026-08-31,Lucía,Oeste,Impresora,48,321,15408
2026-09-01,Jorge,Sur,Impresora,44,429,18876
2026-09-02,Lucía,Este,Smartphone,37,887,32819
2026-09-03,María,Centro,Tablet,33,301,9933
2026-09-04,María,Norte,Laptop,40,277,11080
2026-09-05,Pedro,Norte,Smartphone,18,2788,50184
2026-09-06,Jorge,Este,Tablet,46,757,34822
2026-09-07,Jorge,Norte,Laptop,7,210,1470
2026-09-08,María,Sur,Laptop,8,1195,9560
2026-09-09,Ana,Este,Tablet,49,672,32928
2026-09-10,Ana,Centro,Tablet,37,2061,76257
2026-09-11,Lucía,Sur,Monitor,32,2826,90432
2026-09-12,Luis,Oeste,Monitor,11,818,8998
2026-09-13,Pedro,Sur,Tablet,13,438,5694
2026-09-14,María,Este,Laptop,34,370,12580
2026-09-15,Lucía,Este,Smartphone,6,516,3096
2026-09-16,Lucía,Oeste,Laptop,12,1778,21336
2026-09-17,Pedro,Este,Smartphone,28,1874,52472
2026-09-18,Pedro,Oeste,Smartphone,16,1079,17264
2026-09-19,María,Oeste,Monitor,34,231,7854
