,Cherry,Mango,Banana,Guava,Litchi,Wastage
2707,44866,47754,29852,11799,37920,19531
2708,35031,29278,49816,39088,9803,9695
2709,5604,49127,43643,29567,6108,6269
2710,10405,6363,40570,23913,26185,28928
2711,7484,37728,9673,20784,41625,5766
2712,46200,32769,32190,5861,27387,28858
2713,21692,16637,35705,17610,42260,6260
2714,39139,25098,39122,21195,28911,40567
2715,20367,12902,24566,12381,42407,14084
2716,37011,41420,24839,14456,19861,6131
2717,47704,36283,3447,35944,9191,24822
2718,13733,44949,45580,5039,38882,15595
2719,28242,35314,31611,40410,47047,45664
2720,47771,28705,42732,20619,12930,32243
2721,29034,17906,19810,9496,28657,20865
2722,37307,21788,44531,29071,15011,46016
2723,18945,49682,32471,19226,22938,36869
2724,15822,30539,18779,35229,16289,13496
2725,12414,47618,10177,9863,10699,33205
2726,40922,39732,23061,34183,15567,6321
2727,45764,24481,18598,46766,23476,43358
2728,13324,23959,39334,41340,39536,49200
2729,25175,46044,23341,40810,46082,46786
2730,6201,42561,1831,5719,42317,13620
2731,33425,25518,41686,21458,23569,27556
2732,36853,9917,10906,40223,10487,27557
2733,28155,47092,13735,7533,24114,43410
2734,35249,24539,42066,25434,15593,31031
2735,16877,13106,2824,11867,10255,42624
2736,37855,32758,6600,29991,37022,33280
2737,38717,15708,44696,40918,33223,43881
2738,13681,24397,26584,17864,40451,29879
2739,44048,11304,36191,22539,17730,34270
2740,34658,26124,36192,47573,46680,21377
2741,13462,11873,49728,48923,7427,31279
2742,12094,35654,37019,46551,45587,11739
2743,39869,48970,1330,21421,23094,7711
2744,16132,43893,16702,16592,35704,13540
2745,39759,30358,48783,39795,13695,30209
2746,28621,31054,31072,17196,8949,18480
2747,15474,48365,31706,15035,25817,24419
2748,34423,24535,42030,37332,35992,6188
2749,7734,39462,34089,35949,39532,18326
2750,34509,18389,46000,33538,9064,21641
2751,46474,49412,34797,42869,11762,33478
2752,20207,44969,45002,37928,12521,9431
2753,13732,36020,2190,46173,49728,28548
2754,15572,16839,27526,14871,24607,31254
2755,22813,14743,49477,38044,29300,43540
2756,9366,35284,39319,26270,21663,24557
2757,17954,30237,14957,21493,6325,22896
2758,34252,25174,9462,20926,16765,46359
2759,24514,5093,6844,13464,48966,13607
2760,32413,11332,47318,30252,43787,22661
2761,45701,16763,3636,12155,15808,26204
2762,24021,8607,31977,19643,45175,36596
2763,7080,24424,43365,29538,32442,22552
2764,44306,23812,48948,42964,23500,43131
2765,32655,35301,5555,31437,12093,21765
2766,43724,11457,815,35834,15207,9108
2767,26310,24976,3261,33111,21362,24807
2768,18138,22006,42464,34427,12510,24254
2769,6597,16783,46821,45877,48354,20718
2770,9575,44086,14954,29751,17414,37533
2771,37622,27567,5172,33616,41906,9639
2772,26748,21103,44791,13165,24051,37135
2773,31657,15513,24841,36115,39637,18931
2774,34609,36995,1946,6100,9361,37982
2775,37005,15507,25201,11068,25025,21605
2776,27874,43659,18448,44023,42245,19558
2777,25478,26122,26634,28970,35415,44311
2778,28939,32045,39913,26563,43898,13315
2779,7461,11946,25526,7626,22007,24780
2780,47256,32958,33498,25560,27876,44085
2781,34863,33539,5165,38604,10488,35947
2782,37264,44204,3348,27583,29299,29798
2783,25180,48892,14739,29070,18078,32734
2784,10345,6764,22454,32382,33890,13814
2785,29486,28446,28118,24404,31064,10509
2786,36816,8240,19111,36991,8329,11849
2787,35393,49595,36480,14229,47375,9977
2788,36113,19122,42275,25162,19625,18466
2789,30235,11820,47558,40352,45373,47575
2790,48917,25286,47314,36829,27438,35451
2791,28673,32114,9943,25138,14856,36627
2792,16733,27853,36027,24260,33399,45052
2793,41884,18616,32770,21597,34273,13617
2794,11066,36298,41249,7961,45328,39272
2795,27278,45543,32318,12198,8201,11386
2796,42391,14886,1143,11150,26895,18863
2797,6422,48300,27780,7728,45106,44504
2798,16839,46658,46898,41380,16060,5249
2799,36901,24312,21165,23713,35091,37614
2800,35625,28439,47128,7156,33909,35785
2801,10041,41327,28459,18460,44044,41383
2802,36906,39316,30233,23080,25978,11822
2803,35726,34308,38179,41158,40194,29517
2804,48287,45992,19480,44334,23071,33427
2805,18518,19881,20366,12680,16399,49179
2806,39443,45971,42362,42859,49691,26394
2807,39559,37523,45400,44819,27076,37501
2808,44047,36066,45955,25674,20657,18348
2809,13796,7567,44115,8622,40457,17857
2810,30633,48600,2241,27517,44052,45163
2811,40212,47182,31036,25010,21084,23910
2812,29605,6623,1110,39746,13479,35055
2813,33710,47688,13022,39245,47306,6199
2814,49521,46806,25706,38725,30934,47202
2815,16949,19183,1175,46947,38813,46980
2816,20179,22233,49515,10367,5846,6905
2817,8673,47660,31349,12478,22270,45894
2818,13483,28582,39611,33654,16490,42291
2819,31103,13744,7695,13556,14466,11021
2820,25702,33321,38887,24392,16493,8284
2821,9423,48628,2624,5147,27567,5328
2822,21823,17281,19725,45697,28845,5029
2823,16359,34453,20163,46578,25998,25168
2824,27378,38456,32378,44814,26555,12271
2825,28180,24600,19912,43645,26231,19311
2826,29904,15817,39976,24783,16827,13981
2827,47800,43227,9828,16805,23326,25660
2828,37429,34363,27554,19459,7714,39504
2829,28260,15082,42470,48119,34119,20151
2830,40591,42390,18342,8521,36820,32102
2831,17927,16340,15774,34719,17351,29939
2832,43540,12004,47254,21300,36873,6426
2833,25828,42020,17254,32821,18544,47237
2834,24267,34059,10417,49498,9591,44450
2835,15182,36961,35671,15772,31266,22249
2836,34763,29908,15121,28020,32143,23830
2837,35559,10282,24346,37405,45492,34243
2838,11702,30960,48027,19793,43461,10715
2839,20951,45937,22735,20916,6444,47136
2840,14587,12425,8099,35366,17949,40462
2841,29275,25907,39501,14169,14687,19397
2842,10189,22998,27550,35209,14264,11252
2843,22046,24600,1518,22578,17809,36560
2844,43930,7059,46486,14128,10354,32735
2845,12362,38261,37418,42343,10530,10835
2846,25630,19002,3583,46306,22522,26977
2847,35238,21326,5909,46571,46945,20925
2848,34494,37176,5922,25938,27723,5093
2849,39387,24618,43560,30617,13202,5903
2850,15715,38840,39125,25236,32801,49808
2851,38301,45058,28354,14282,46747,31320
2852,20219,11906,16871,15309,20253,37404
2853,46676,40862,33857,6298,38127,21476
2854,11711,21477,25044,12081,43278,32732
2855,26231,18337,40152,19938,17007,13378
2856,12631,26759,24734,9458,37901,46910
2857,42747,9853,40005,8211,40523,6465
2858,19542,21639,43001,10559,49168,37828
2859,17563,34486,49294,17140,35100,7174
2860,36443,48562,22708,25045,14177,16613
2861,14215,6905,3794,38546,26573,22636
2862,18153,10872,7642,26997,25801,24051
2863,18288,28037,9208,34737,35927,49503
2864,31773,10306,36641,48491,45282,24794
2865,18534,37482,47439,48381,42425,38256
2866,31774,25703,47396,15825,22479,22238
2867,33648,24524,20503,23267,11799,49225
2868,34018,11088,16344,26726,43320,36065
2869,39945,8544,40423,27946,48493,16949
2870,6512,25018,43735,7664,7058,6122
2871,34434,33342,17682,32875,12548,33791
2872,9027,37203,33130,36265,30336,11466
2873,41669,24526,37879,22778,14294,37527
2874,20560,30381,15137,44607,9134,43708
2875,46249,20701,29788,18419,26268,22568
2876,27709,23186,46070,15857,47821,7745
2877,45962,30766,15896,25219,20366,24669
2878,36776,24798,20233,21922,20084,37681
2879,15960,18903,28288,44752,37902,12553
2880,35077,37986,8481,39921,39780,26148
2881,39878,40872,2468,37380,5852,45918
2882,21553,19307,5391,17380,25699,21424
2883,48884,27684,16378,48408,6099,43189
2884,48663,14909,29542,27901,28768,7814
2885,15810,36228,9986,27539,29367,11571
2886,24970,41525,3842,23180,49141,18699
2887,25769,38828,29953,49654,47101,14927
2888,22290,44061,15255,39238,29973,17322
2889,40917,35627,42210,22160,44250,41313
2890,30109,6138,26123,10256,38988,14016
2891,24801,7463,2111,35390,29993,34610
2892,21121,38648,6757,18893,48913,41816
2893,9944,24941,48020,46726,19814,20230
2894,18414,16633,16739,8402,40807,43858
2895,9924,6070,644,40627,34624,44832
2896,10762,12761,5006,24155,33686,25929
2897,41194,14620,15610,45400,30565,39140
2898,48783,16536,42723,11844,31543,26984
2899,21552,17555,49202,14260,40548,30775
2900,25256,18310,1533,26738,12669,49831
2901,27578,21162,13517,44202,18705,46642
2902,21815,33767,27286,14797,48907,10232
2903,20190,47449,27705,5468,18517,28149
2904,13816,33474,24259,7790,27826,17989
2905,49531,33607,36231,27562,34459,12815
2906,6233,39012,33185,15323,47425,11949
2907,31009,36444,44023,15301,23183,28095
2908,22135,44645,2469,40055,42241,45694
2909,35174,12744,46394,33899,18099,26912
2910,28291,43498,48877,5346,43433,41603
2911,26698,42122,8516,34308,42511,49688
2912,49631,33495,16545,24287,24671,9801
2913,30148,10976,34443,23086,26536,32193
2914,32054,28432,41280,43600,29442,41650
2915,28541,37552,44757,41275,38290,17079
2916,13356,34472,40370,10239,20827,44260
2917,5479,38989,25441,24884,36093,16391
2918,16370,13799,3029,10510,38443,48622
2919,47142,27573,12661,21983,46269,45319
2920,46706,31124,42058,29337,27707,48525
2921,9863,24284,3600,31192,20711,29549
2922,23901,15643,33459,30209,38273,7013
2923,25526,36947,16417,9763,16134,5192
2924,30103,7920,5744,48900,23950,13667
2925,6569,6518,18294,40464,39800,7731
2926,22714,21927,44647,16303,22330,16284
2927,6084,16839,9626,40041,41527,39973
2928,37846,30791,43569,22554,43239,41245
2929,22902,38165,25728,36948,48782,41677
2930,40357,44582,30095,8832,24747,41069
2931,41158,19184,46454,15553,21600,27064
2932,9192,7900,37554,46356,37573,39243
2933,21247,15875,31420,46874,40837,35935
2934,22184,6680,37644,15506,37900,32575
2935,29031,29576,35279,35201,25017,20742
2936,12541,48520,5298,41863,20175,37458
2937,41637,32407,40264,25492,10296,37772
2938,11968,34014,2409,9517,10078,10285
2939,26360,41477,8460,9995,47272,41783
2940,5921,17714,42218,34226,36482,38313
2941,10105,40637,16578,26442,16806,21465
2942,31318,32815,16003,34365,28146,43480
2943,12617,42749,46141,5502,18985,25033
2944,30226,27662,26350,31557,18598,37404
2945,29927,25804,40891,29356,23971,38779
2946,41628,14447,3076,12317,47462,11403
2947,9689,10313,10586,46803,41262,37248
2948,37126,30504,32107,21020,9144,6015
2949,49668,24326,766,46799,46801,23642
2950,42649,28528,27323,36355,5598,39484
2951,17223,45230,49074,40530,49603,25568
2952,47083,42949,14529,38842,17538,12854
2953,37589,9276,15267,26929,31184,26184
2954,45430,31718,28083,24797,17031,12609
2955,16359,15291,41998,40963,17100,9347
2956,6259,6331,9180,35776,21574,6118
2957,44535,35310,3143,30041,29595,23644
2958,20694,38698,926,20732,27956,21945
2959,20819,42668,39463,46095,11137,12589
2960,46375,41031,1401,37590,12852,32617
2961,42289,6776,42346,49086,7407,43317
2962,13110,11071,11424,41949,44971,35363
2963,15459,8610,37058,47471,30596,40564
2964,47248,5478,22095,10224,17788,48090
2965,32591,48270,9428,34049,36168,32432
2966,38391,27681,39445,18755,6839,27795
2967,13701,42025,41256,16819,33338,28936
2968,18633,23463,44297,43380,35684,40256
2969,19051,30241,9872,32489,42331,48582
2970,35953,10758,20074,37440,23669,22217
2971,17189,46532,6378,29059,35920,36740
2972,46187,11842,26616,45812,48198,16918
2973,14331,44147,13795,24902,8832,7784
2974,32237,13448,34123,18022,31053,32566
2975,28832,6634,31153,38870,49093,39518
2976,24367,7247,36490,34013,29991,22561
2977,5011,14386,18238,25358,34947,23422
2978,47987,17419,46368,28325,44018,33530
2979,15225,17404,31127,40735,8257,14282
2980,28653,42551,48380,24393,47567,35859
2981,27602,5791,33387,24962,12169,34754
2982,18857,20259,11766,40532,29715,28452
2983,34207,13856,16227,36356,6355,41822
2984,31539,29291,23151,13832,48912,25491
2985,32690,37626,11937,6941,37833,14553
2986,9037,24222,49427,15097,48217,11093
2987,7709,12521,22376,19507,8853,37455
2988,13846,24941,30632,24266,27045,38129
2989,48571,22968,42174,40678,40000,41989
2990,18904,46666,27520,21312,42188,43328
2991,29941,26590,37062,27990,18289,21093
2992,21248,37498,2211,7545,47685,20672
2993,33128,36186,32184,19353,43678,6134
2994,44235,22047,9328,27800,14233,39694
2995,25446,27869,13147,48657,48190,45112
2996,21791,22259,20253,14119,44260,30046
2997,19827,48295,13027,20294,17903,8992
2998,38607,33792,39872,30711,14979,32637
2999,49734,36891,7211,16127,6346,35289
3000,8897,33414,32796,34278,25004,9295
3001,24036,35634,4581,32915,5101,6599
3002,48638,11392,46717,43729,41394,22375
3003,9553,10683,38252,16958,41043,45128
3004,30253,35265,40179,22094,25243,18234
3005,38135,18548,30739,12986,13066,8891
3006,38463,39158,10927,6887,22643,23543
3007,37575,43574,41009,39907,38067,11783
3008,10549,43431,43613,10997,32857,25946
3009,45607,42577,9546,25788,8566,6687
3010,9018,10634,49172,12210,20134,27386
3011,33929,10192,4985,18993,23718,33890
3012,9734,32444,17404,40906,45957,31735
3013,36198,41645,40334,7193,7022,34295
3014,13024,12064,43378,13562,43293,14291
3015,24835,23496,26246,36061,47580,12244
3016,40662,45200,21443,27517,30267,15993
3017,37830,27840,35995,34466,48104,42540
3018,43724,48917,45458,41293,21776,30317
3019,13647,12285,44387,18984,13331,21903
3020,14641,28770,4582,46763,44000,36179
3021,21500,39166,34022,44208,47146,43671
3022,34753,38548,38518,22873,28223,19069
3023,37291,18549,16380,28486,5907,39500
3024,38520,32453,13037,12136,24035,46225
3025,47190,47082,18891,46799,26687,49505
3026,10443,25074,17877,31716,15078,12013
3027,36856,40947,19719,22373,18252,22880
3028,5903,17087,49958,20675,6728,25276
3029,10546,23646,7156,48955,45813,48144
3030,11124,18834,47459,49322,30460,25608
3031,13059,39685,31242,11401,39857,22146
3032,47994,31302,28739,37031,31800,28295
3033,45208,24402,13344,49177,32510,27088
3034,13834,26193,26402,14243,13435,42831
3035,47030,44157,16500,34149,18176,8177
3036,33673,6322,13409,47887,30545,40165
3037,34673,19201,6316,34617,10084,33205
3038,25414,15669,9101,23305,20949,12751
3039,22987,28206,25110,35079,40013,17651
3040,18096,26354,32078,9832,47975,48920
3041,14484,31162,46665,24691,23736,18240
3042,22151,6274,4132,7895,43501,7987
3043,12813,29565,31049,31510,25023,30329
3044,16743,49546,28156,15105,12961,15222
3045,23886,20045,17801,19457,9523,18589
3046,33281,30815,11186,49292,47022,43749
3047,32608,33692,45681,36395,35987,12549
3048,14773,36143,20336,35981,41943,45336
3049,34039,31829,24588,8406,6425,30697
3050,10494,25441,26894,25579,34212,9987
3051,25237,49284,35147,28327,31679,7837
3052,30441,20525,18530,9621,20287,34863
3053,25970,10813,8248,31269,23472,16618
3054,19618,32441,31202,27141,39937,15150
3055,14262,45481,11808,7083,40386,17944
3056,13658,31479,1983,36203,37296,37351
3057,21322,37214,30922,49972,27291,6291
3058,15187,42119,4029,19029,41094,37679
3059,38975,44525,31881,17026,39760,13889
3060,40383,25443,2402,46735,13133,21406
3061,40468,26923,10605,35365,10718,45861
3062,36727,18644,36688,32404,25937,19333
3063,41087,21677,39391,31485,9153,24156
3064,16457,47138,39696,22321,22858,23363
3065,41991,46539,28780,27694,24068,27432
3066,41810,21937,11878,49895,36510,23355
3067,15539,17614,36754,37728,13947,39028
3068,39633,44472,20793,9306,15853,47291
3069,8263,22284,38791,45730,41074,39677
3070,14687,17418,46161,28503,33553,14791
3071,31059,49432,2921,17894,15014,19151
3072,44055,29546,36938,41749,9316,15491
3073,39850,5170,39192,33592,48734,36822
3074,23461,48476,49713,20680,12256,45800
3075,28068,46111,3698,21240,49575,11648
3076,9904,34609,33628,10087,18887,48001
3077,39846,46609,4208,36979,8732,45369
3078,48530,18886,21031,30423,14278,40903
3079,47975,12962,13647,22699,44158,31003
3080,9285,32010,13811,26125,12139,48075
3081,11382,29683,28529,10464,33868,33522
3082,5143,18463,13382,29966,38588,38847
3083,16972,37336,46146,47741,6237,7692
3084,21471,29795,17753,49761,19211,41298
3085,7898,15144,15071,29266,17118,11620
3086,47293,28210,15378,14705,27317,39927
3087,17134,45284,14206,30582,5671,23826
3088,39356,15330,21091,7747,37937,9188
3089,23422,7051,4298,41746,21854,23969
3090,48667,25346,1121,37698,18961,36582
3091,38039,32604,17250,42233,27723,10484
3092,29858,16209,29743,44943,23853,43363
3093,9137,10553,38240,15882,36370,7285
3094,18539,46140,31754,38144,43447,45791
3095,47909,19767,3531,19230,48876,37277
3096,42709,9914,38676,11939,44257,20276
3097,31868,16690,516,16071,37529,20602
3098,39656,27929,1315,9533,26928,30180
3099,41210,48412,10333,35728,8339,14464
3100,31782,36432,7692,41708,26924,29879
3101,36520,29365,38261,24781,43080,27608
3102,40331,28800,30027,39730,13288,11875
3103,15235,43297,13573,29331,24190,8487
3104,25276,23486,43583,40335,18844,37156
3105,10274,13136,41212,12536,6576,40287
3106,6887,36286,29964,29688,32085,16119
3107,44605,38259,20710,34163,42315,43606
3108,29874,16419,34416,42543,17337,34312
3109,37075,23879,19709,28407,18832,22074
3110,24651,6529,5833,5167,15274,33860
3111,30836,24374,29201,33528,44884,5565
3112,17126,37194,26656,7881,6085,31150
3113,37427,16270,46033,13241,33904,41662
3114,32140,47827,34358,11632,31718,25413
3115,19684,10433,4766,7366,10634,7830
3116,39444,32808,32458,10353,10602,30244
3117,8544,33352,23418,11452,48955,8299
3118,16791,36255,27252,40003,28758,5913
3119,9328,20491,20287,33845,26543,13620
3120,17037,38107,16996,38992,31166,48691
3121,27430,32112,31046,25841,21098,20045
3122,29239,42206,18905,28052,15757,11886
3123,15985,22274,5120,20928,33752,10783
3124,11993,6225,45417,24458,31702,30044
3125,43597,6053,35946,39747,11459,7728
3126,14734,8011,11502,15339,19777,31003
3127,18795,39348,27061,24800,49960,5670
3128,27833,46312,31099,27395,15755,25637
3129,11813,17630,3553,20184,41954,46122
3130,29262,8038,11591,29543,41299,46961
3131,23902,14642,34275,34187,14851,32799
3132,21837,8517,14396,20372,25484,23039
3133,29329,24766,19145,20784,17684,49634
3134,9933,25645,33037,21894,26845,25279
3135,14378,9744,5133,28167,16380,12468
3136,41401,37559,39304,49914,36286,46561
3137,30041,16758,19253,35195,19346,27729
3138,30736,49284,25104,44496,36069,47882
3139,38078,10023,7786,33004,37051,16840
3140,23573,37212,15547,10673,14679,38315
3141,36995,6817,27177,36790,5259,42308
3142,46339,48125,18595,39708,13080,12278
3143,29486,45876,2722,15014,17304,22626
3144,9878,41597,7475,30966,15161,10753
3145,21298,12219,29220,17554,12059,12334
3146,41602,31380,43851,11399,42948,13248
3147,37123,49757,1180,7754,19201,7082
3148,15900,5047,28933,34933,20111,27310
3149,7616,46028,40097,21679,25278,23107
3150,38745,24380,8304,48621,43846,6601
3151,19722,46994,37498,44270,9065,43272
3152,49049,38350,49016,18441,16355,44466
3153,47753,20438,35359,12362,6417,23791
3154,42016,23616,17158,24922,12006,11769
3155,10518,37647,6339,11940,42592,16044
3156,47093,30040,17651,8643,30057,40269
3157,7352,19192,16992,6352,45523,42316
3158,18737,12434,39132,36376,46951,6491
3159,35808,12804,34501,43985,18508,10262
3160,39972,49055,12157,14807,38055,26771
3161,20754,7287,27932,14094,40356,6177
3162,36585,17610,43949,26846,48499,38156
3163,43530,45367,39709,43168,40879,43227
3164,45390,29079,24285,38545,45621,49896
3165,41292,13430,40144,22500,12267,6287
3166,21439,17619,30593,44654,47465,37538
3167,10403,11158,22148,49400,12738,23185
3168,47154,34274,42089,16161,7726,11366
3169,23152,26124,8645,16877,36816,43369
3170,24405,46590,46630,29317,25054,43468
3171,19067,10645,45214,29941,18172,41314
3172,49055,41795,24820,49449,33747,13810
3173,33190,10931,7406,43162,35462,41948
3174,48560,13115,22970,16465,9124,11857
3175,49548,11731,2419,18952,35431,43334
3176,28078,21695,46033,45574,18637,39851
3177,24209,34331,35258,44329,44942,35700
3178,9091,30357,46916,46501,19230,6608
3179,18688,22102,15767,43043,30758,38426
3180,34642,32665,45845,9375,30504,37281
3181,34588,6633,45869,35112,49132,25359
3182,23641,14133,33270,5159,19615,10137
3183,49811,38627,6357,30429,10907,17438
3184,40360,32117,553,31250,32768,45333
3185,25182,7601,24821,9432,17003,30054
3186,18447,21822,31268,11310,47701,47401
3187,23078,11940,906,28248,19196,32268
3188,14214,33171,6143,28841,6257,37423
3189,16302,30230,20969,36028,27715,46792
3190,15731,23411,45905,9987,17570,44819
3191,37839,39591,1614,19735,17577,26540
3192,9693,20057,41004,47792,18614,34144
3193,19234,11512,1090,23463,42118,13045
3194,11154,48490,38107,30360,9379,37812
3195,27524,17294,14947,18879,46252,44088
3196,13299,42247,22873,12836,34583,35010
3197,23496,16231,37895,23802,27445,20242
3198,14799,39422,13067,25148,16010,37289
3199,39231,13197,37897,17430,33804,40896
3200,15600,40107,6830,23710,46920,10864
3201,15550,42585,31275,13196,12129,38047
3202,39972,24915,14964,43206,18654,47471
3203,37707,40081,7695,21991,11421,17359
3204,5017,16182,34819,23462,44104,46835
3205,7492,6306,44864,29520,31231,41099
3206,48318,36512,18092,15484,43279,46046
3207,25089,9823,13879,29390,7796,40587
3208,31136,24540,22996,34951,25782,12279
3209,5545,5927,26850,5900,40546,16062
3210,13565,17554,3912,34888,21054,47536
3211,15065,10061,14429,5999,5470,34903
3212,11403,46649,45667,33158,33779,18882
3213,30191,19253,34016,49195,35009,32098
3214,27045,10044,15648,41834,16531,14319
3215,10501,23902,13575,21515,47018,32603
3216,12784,36609,47075,42550,24669,17593
3217,15956,16869,45560,22295,33244,48404
3218,24075,24613,34839,43239,37686,38644
3219,36295,39706,7058,9963,32490,24837
3220,26077,44210,24313,43918,31019,16741
3221,12051,42470,13327,7710,5644,5381
3222,47796,25395,43973,48595,12547,44684
3223,39395,48046,32685,14326,34236,38915
3224,12195,6539,43714,38040,20716,47040
3225,41098,33617,37665,34684,34284,28728
3226,35938,38914,43893,24556,43638,8201
3227,18151,44600,32473,7381,46112,41140
3228,41669,38855,12456,33953,46847,36886
3229,12064,5147,25913,9850,17642,40996
3230,23634,15583,42901,21011,27942,26379
3231,19011,41809,26868,14775,48464,10638
3232,44952,28709,29057,24946,26000,39208
3233,14261,11069,28884,44489,20799,28947
3234,33385,22213,21653,48171,25056,22071
3235,10609,45847,45645,28924,12829,40041
3236,45720,27112,9395,14507,28797,10824
3237,46283,8505,28615,17529,47348,32882
3238,7809,30914,10777,24451,27553,18901
3239,38583,7331,33402,32927,22263,24511
3240,18009,34740,17410,43894,24639,41025
3241,42130,44753,9281,27818,14918,20107
3242,29052,27760,45250,13074,11157,20529
3243,10070,34121,11840,25382,43636,8110
3244,22858,30280,16019,43962,30833,18009
3245,37432,18817,34145,23244,28226,12630
3246,39278,45573,34850,31664,8412,19645
3247,8765,38384,45179,40255,25239,34608
3248,24657,35240,46879,49915,44704,7275
3249,14040,33529,7409,35577,18693,36993
3250,38468,44888,44938,17347,30668,43119
3251,24842,34346,11947,7385,39371,43321
3252,43722,15772,43563,32148,5528,15270
3253,15794,35261,12314,22242,6628,45935
3254,16839,21584,17346,21268,18385,5851
3255,42438,33009,12838,30029,35646,35196
3256,18860,18802,16601,10318,45096,14046
3257,23355,16101,30149,44648,39836,6195
3258,28468,38759,26076,23834,15657,22157
3259,15831,38172,14017,43019,35077,44181
3260,13766,48288,22806,26939,37056,44854
3261,5280,43937,27432,49334,41914,24422
3262,41129,43071,23096,23512,10303,28820
3263,35283,31652,45350,8755,33081,7035
3264,35053,45219,18402,43728,5484,44631
3265,34997,32948,32496,33704,19369,23734
3266,24533,43783,6290,6041,35682,36399
3267,45698,29971,43169,36791,10678,28924
3268,36774,8621,21507,49718,38332,42771
3269,40917,8333,5138,37881,15978,48730
3270,14875,35073,34442,34316,15958,26140
3271,9188,40882,9818,5887,24449,6712
3272,19489,44316,20796,6094,9387,39306
3273,32152,33353,14221,16308,37683,8392
3274,23354,38813,26434,45700,5404,35677
3275,8497,40565,14463,32153,40939,16874
3276,9711,40732,27595,19114,26710,17462
3277,19564,28411,6857,45793,6060,23242
3278,49812,28346,42085,44597,33132,19205
3279,30828,29596,10767,47519,41733,31764
3280,10611,19316,11257,33349,47930,25908
3281,31724,37047,7489,37880,14875,44621
3282,39001,22048,37774,25214,31324,48582
3283,33452,20741,43086,46380,39176,31884
3284,20466,15508,49199,46261,46269,25224
3285,35895,20085,1319,31257,30060,11024
3286,9920,46016,3058,43236,45701,17895
3287,27402,49161,27751,36179,43266,22159
3288,20152,12366,7439,23041,11804,16894
3289,33699,44651,10053,48942,20386,26375
3290,19621,12130,28817,7888,33620,27059
3291,31268,36243,37101,30321,28985,24608
3292,11864,22238,45868,11316,42846,39147
3293,26650,12016,4731,11334,20794,19923
3294,41061,23826,4863,5465,22404,25192
3295,33212,17003,28513,31014,11994,40526
3296,44233,7753,25554,41145,47303,46051
3297,5574,20798,43688,16278,13592,36504
3298,45197,30535,49059,45891,46918,36208
3299,8192,27318,25286,11362,47831,49554
3300,19339,37322,8573,34378,7392,10939
3301,5756,40884,19015,5707,28933,38396
3302,40134,41571,35310,39527,23921,6228
3303,42648,40315,28365,43350,33672,49518
3304,19362,11996,46515,40794,23094,20957
3305,21472,39382,38338,41396,38078,31116
3306,18791,41143,27843,23535,31898,16182
3307,30351,15070,3954,32352,5209,18074
3308,8606,33228,29656,15209,27824,43524
3309,45854,28736,18047,47368,22887,15219
3310,32619,44136,20999,24174,38979,18624
3311,29256,9065,37879,40085,28827,27284
3312,16805,22041,33138,6140,19390,36391
3313,42605,43878,1354,7629,11673,34228
3314,28510,29232,41467,48181,36717,26164
3315,8898,13685,46457,19286,13917,47060
3316,13126,45104,20154,45938,19043,21457
3317,34086,22320,14867,28903,35683,8276
3318,25541,20787,43675,47558,31546,33461
3319,15639,47233,43563,26393,30335,23071
3320,35853,5308,5964,27575,10147,19741
3321,5047,36128,20409,20283,41228,6534
3322,15429,49890,2752,21975,29355,10861
3323,48865,34723,37752,49061,31478,15630
3324,7208,47340,15036,15978,41540,39603
3325,45303,23604,49672,8451,18442,26423
3326,38633,16288,26221,20470,6178,5119
3327,26419,32384,19872,33846,10410,21856
3328,38257,20941,31114,26292,35851,19365
3329,10175,24954,39539,46305,49000,24723
3330,5247,25424,48539,20222,24392,28325
3331,22806,5585,18259,17967,6495,44710
3332,48920,44612,7521,49960,16920,28947
3333,12046,47156,8833,44920,31913,17654
3334,22017,37607,38771,38022,20362,26725
3335,45593,12227,31124,34553,31783,49442
3336,36963,45338,40162,23042,7839,46427
3337,48502,37240,43122,20497,29151,14309
3338,15398,39579,47353,20507,41745,9487
3339,19890,41300,43418,33297,45765,11738
3340,20166,25373,42409,25404,40493,25590
3341,8521,13193,25755,30669,14518,41707
3342,10809,13152,17086,30926,29006,7256
3343,38561,9419,25858,48938,23191,38509
3344,38190,23926,3754,24959,26785,16729
3345,47602,49198,13749,45852,34626,35146
3346,18274,29723,5610,15875,16352,36426
3347,43010,43221,7518,21930,5293,21414
3348,44468,15998,23417,22707,39348,23294
3349,13517,18655,12050,39675,19197,46834
3350,15719,8733,19232,19118,18531,7359
3351,35408,20500,48510,45618,22104,40321
3352,46142,17018,16346,49151,46333,40705
3353,16907,34945,34073,14967,6523,35722
3354,49703,21063,1260,34249,32445,44270
3355,22885,9973,40158,31704,25168,19234
3356,26074,29945,28687,43001,48305,14108
3357,41743,26505,36635,38159,24612,26259
3358,7555,41575,25961,8445,40905,37320
3359,44068,20236,27179,18074,7781,23204
3360,8806,8561,16407,6604,10627,46165
3361,43485,44347,45362,9524,26002,28874
3362,11404,9292,10210,8188,28002,36598
3363,22291,16986,48134,37206,29324,9241
3364,48308,23980,35049,7080,46307,47340
3365,17018,10697,4403,25894,43849,16073
3366,25318,25155,21019,38376,18899,24477
3367,33504,5166,23839,24769,48741,47571
3368,39925,37695,48882,43016,27002,19116
3369,31207,47120,3157,32894,24848,23945
3370,37902,37621,45603,42651,27591,45499
3371,35834,37395,8207,48102,37606,10653
